,2013,2014,2015,2016,2017,2018,2019,2020,2021
Philip Seymour Hoffman,6.92,7.016666666666667,6.985714285714286,6.985714285714286,6.985714285714286,6.985714285714286,6.985714285714286,6.985714285714286,6.985714285714286
Jessica Alba,6.249999999999999,6.18,6.233333333333333,6.233333333333333,6.1571428571428575,6.1571428571428575,6.1571428571428575,6.1571428571428575,6.1571428571428575
James Marsden,5.760000000000001,5.760000000000001,5.916666666666668,5.842857142857143,5.842857142857143,5.842857142857143,5.842857142857143,5.842857142857143,5.842857142857143
Paula Patton,7.233333333333334,7.1000000000000005,7.1000000000000005,7.1000000000000005,6.683333333333334,6.683333333333334,6.585714285714286,6.585714285714286,6.585714285714286
Josh Duhamel,6.425,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.266666666666667,6.457142857142857,6.457142857142857,6.457142857142857
Katherine Heigl,6.26,6.26,6.166666666666667,6.166666666666667,6.166666666666667,6.014285714285714,6.014285714285714,6.014285714285714,6.014285714285714
Chiwetel Ejiofor,6.666666666666667,6.666666666666667,6.666666666666667,6.575,6.683333333333333,6.683333333333333,6.683333333333333,6.7142857142857135,6.7142857142857135
Bill Hader,7.25,6.966666666666666,6.966666666666666,7.040000000000001,7.040000000000001,7.040000000000001,7.040000000000001,6.885714285714286,6.885714285714286
Aaron Eckhart,7.0,6.875,6.5200000000000005,6.5200000000000005,6.557142857142857,6.557142857142857,6.557142857142857,6.557142857142857,6.557142857142857
Robert Pattinson,5.366666666666667,5.366666666666667,5.366666666666667,5.366666666666667,5.366666666666667,5.542857142857144,5.542857142857144,5.542857142857144,5.542857142857144
Sam Worthington,6.45,6.45,6.3,6.3,6.6000000000000005,6.557142857142857,6.557142857142857,6.557142857142857,6.557142857142857
Jason Clarke,7.0,6.7,6.7,6.566666666666666,6.566666666666666,6.566666666666666,6.466666666666666,6.357142857142857,6.357142857142857
Jon Hamm,7.5,7.5,7.25,6.966666666666666,6.699999999999999,6.88,6.857142857142857,6.857142857142857,6.857142857142857
Chloë Grace Moretz,7.55,7.55,7.25,7.25,6.650000000000001,6.650000000000001,6.650000000000001,6.528571428571429,6.528571428571429
Christoph Waltz,7.033333333333334,7.033333333333334,7.033333333333334,6.9750000000000005,6.82,6.633333333333334,6.633333333333334,6.728571428571429,6.728571428571429
Michael Fassbender,7.0,7.0,7.0,7.1,6.8,6.733333333333333,6.733333333333333,6.6,6.6
Chadwick Boseman,,7.5,7.066666666666666,7.066666666666666,6.65,6.760000000000001,6.8500000000000005,6.814285714285715,6.814285714285715
Jessica Chastain,,6.2,7.4,7.325,7.08,7.066666666666666,7.066666666666666,7.0,7.0
Chris Pratt,,,7.85,7.566666666666666,7.4,7.44,7.233333333333334,7.142857142857144,7.142857142857144
Dakota Johnson,,,,5.5,5.7,5.425000000000001,5.550000000000001,5.842857142857143,5.842857142857143
Josh Gad,,,,6.6,6.6,7.0249999999999995,7.0249999999999995,6.985714285714286,6.985714285714286
Thandie Newton,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995,6.3999999999999995
Ving Rhames,6.6,6.6,6.6,6.6,6.6,6.6,6.783333333333334,6.783333333333334,6.783333333333334
Joaquin Phoenix,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333,7.133333333333333
Patrick Stewart,6.82,6.82,7.016666666666667,7.016666666666667,7.016666666666667,7.016666666666667,7.016666666666667,7.016666666666667,7.016666666666667
Michelle Pfeiffer,6.2749999999999995,6.2749999999999995,6.2749999999999995,6.2749999999999995,6.2749999999999995,6.339999999999999,6.339999999999999,6.383333333333333,6.383333333333333
Bill Murray,6.1000000000000005,6.1000000000000005,6.319999999999999,6.319999999999999,6.5,6.5,6.5,6.5,6.5
Kirsten Dunst,6.660000000000001,6.660000000000001,6.660000000000001,6.660000000000001,6.660000000000001,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.6000000000000005
Vincent D'Onofrio,6.3,6.3,6.3,6.449999999999999,6.599999999999999,6.06,6.116666666666666,6.116666666666666,6.116666666666666
Maria Bello,5.8500000000000005,5.8500000000000005,5.8500000000000005,6.160000000000001,6.183333333333334,6.183333333333334,6.183333333333334,6.183333333333334,6.183333333333334
Ali Larter,6.0,6.0,6.0,6.0,6.0,5.916666666666667,5.916666666666667,5.916666666666667,5.916666666666667
Cedric the Entertainer,5.9,5.9,5.66,5.66,5.75,5.75,5.75,5.75,5.75
Brendan Fraser,5.825,5.840000000000001,5.816666666666667,5.816666666666667,5.816666666666667,5.816666666666667,5.816666666666667,5.816666666666667,5.816666666666667
Arnold Schwarzenegger,5.8999999999999995,5.8999999999999995,5.85,5.9399999999999995,5.9399999999999995,5.9399999999999995,5.9399999999999995,6.0,6.0
Ashley Judd,6.275,6.275,6.3,6.3,6.3,6.3,6.3,6.366666666666667,6.366666666666667
Mike Myers,6.249999999999999,6.249999999999999,6.249999999999999,6.249999999999999,6.249999999999999,6.249999999999999,6.249999999999999,6.249999999999999,6.249999999999999
Elijah Wood,7.739999999999999,7.739999999999999,7.739999999999999,7.449999999999999,7.449999999999999,7.449999999999999,7.449999999999999,7.449999999999999,7.449999999999999
Sean Bean,6.959999999999999,6.959999999999999,6.959999999999999,6.683333333333333,6.683333333333333,6.683333333333333,6.683333333333333,6.683333333333333,6.683333333333333
Tobey Maguire,6.640000000000001,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334,6.733333333333334
Kurt Russell,6.575,6.575,6.575,6.82,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667,6.866666666666667
J.K. Simmons,6.15,6.15,6.15,6.15,6.9,6.7,6.7,6.683333333333334,6.683333333333334
Eugene Levy,5.716666666666666,5.716666666666666,5.716666666666666,5.716666666666666,5.716666666666666,5.716666666666666,5.716666666666666,5.716666666666666,5.716666666666666
Jim Broadbent,7.3999999999999995,7.3999999999999995,7.3999999999999995,7.38,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333
Brittany Murphy,6.316666666666666,6.316666666666666,6.316666666666666,6.316666666666666,6.316666666666666,6.316666666666666,6.316666666666666,6.316666666666666,6.316666666666666
Ed Harris,7.25,7.3999999999999995,7.05,6.959999999999999,6.959999999999999,6.8999999999999995,6.8999999999999995,6.8999999999999995,6.8999999999999995
Billy Bob Thornton,6.824999999999999,6.824999999999999,6.9399999999999995,6.9399999999999995,6.716666666666666,6.716666666666666,6.716666666666666,6.716666666666666,6.716666666666666
Steve Zahn,6.12,6.12,6.12,6.12,6.12,6.333333333333333,6.333333333333333,6.333333333333333,6.333333333333333
Ray Romano,6.950000000000001,6.950000000000001,6.950000000000001,6.950000000000001,6.700000000000001,6.833333333333335,6.833333333333335,6.833333333333335,6.833333333333335
Tim Allen,5.680000000000001,5.680000000000001,5.680000000000001,5.680000000000001,5.680000000000001,5.680000000000001,5.680000000000001,6.033333333333334,6.033333333333334
Chris Cooper,7.324999999999999,7.324999999999999,7.324999999999999,7.324999999999999,7.324999999999999,7.2,7.2,7.216666666666666,7.216666666666666
Jodie Foster,6.68,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667
Forest Whitaker,6.7749999999999995,6.7749999999999995,6.7749999999999995,6.619999999999999,6.833333333333332,6.833333333333332,6.833333333333332,6.833333333333332,6.833333333333332
Robert Duvall,6.660000000000001,6.660000000000001,6.783333333333334,6.783333333333334,6.783333333333334,6.783333333333334,6.783333333333334,6.783333333333334,6.783333333333334
Johnny Knoxville,6.4,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667
Christopher Walken,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
Laura Linney,6.8999999999999995,6.8999999999999995,6.8999999999999995,6.9,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333,6.833333333333333
Hugo Weaving,7.2,7.2,7.2,7.2,7.2,7.2,7.016666666666667,7.016666666666667,7.016666666666667
Steve Martin,5.84,5.84,5.84,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333,5.833333333333333
Queen Latifah,6.360000000000001,6.360000000000001,6.360000000000001,6.360000000000001,6.360000000000001,6.333333333333335,6.333333333333335,6.333333333333335,6.333333333333335
Eric Bana,6.6,6.6,6.6,6.6,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333,6.633333333333333
Tyrese Gibson,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.366666666666666,6.366666666666666
Jessica Biel,6.350000000000001,6.350000000000001,6.350000000000001,6.350000000000001,6.350000000000001,6.350000000000001,6.350000000000001,6.350000000000001,6.350000000000001
Dustin Hoffman,7.325,7.325,7.32,7.32,7.283333333333334,7.283333333333334,7.283333333333334,7.283333333333334,7.283333333333334
Andy Serkis,7.2250000000000005,7.2250000000000005,7.3,7.3,7.3,7.316666666666666,7.316666666666666,7.316666666666666,7.316666666666666
Eva Green,7.133333333333333,7.133333333333333,6.8999999999999995,6.8999999999999995,6.859999999999999,6.859999999999999,6.859999999999999,6.766666666666666,6.766666666666666
Sarah Jessica Parker,5.54,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.6000000000000005
Danny Huston,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.666666666666667,6.666666666666667
John Malkovich,6.433333333333334,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.5600000000000005,6.483333333333334,6.483333333333334,6.483333333333334
Tessa Thompson,5.1,5.1,5.1,6.35,6.35,6.35,6.719999999999999,6.533333333333332,6.533333333333332
Leslie Mann,6.5,6.5,6.575,6.575,6.4799999999999995,6.4799999999999995,6.433333333333334,6.433333333333334,6.433333333333334
Amy Poehler,6.15,6.066666666666667,6.066666666666667,6.460000000000001,6.460000000000001,6.316666666666667,6.316666666666667,6.316666666666667,6.316666666666667
Ben Foster,7.15,7.15,7.15,7.15,6.95,6.95,6.95,6.95,6.95
John Krasinski,5.900000000000001,5.900000000000001,5.900000000000001,5.900000000000001,6.250000000000001,6.44,6.616666666666667,6.616666666666667,6.616666666666667
Javier Bardem,7.199999999999999,7.199999999999999,7.199999999999999,6.85,6.85,6.766666666666667,6.766666666666667,6.766666666666667,6.766666666666667
Rob Corddry,6.366666666666667,6.25,6.0200000000000005,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667,5.866666666666667
Jason Segel,6.88,6.88,6.583333333333333,6.583333333333333,6.583333333333333,6.583333333333333,6.583333333333333,6.583333333333333,6.583333333333333
Michael Ealy,6.699999999999999,6.699999999999999,6.58,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667,6.416666666666667
Sharlto Copley,7.300000000000001,7.066666666666667,7.050000000000001,7.0,6.95,6.95,6.95,6.95,6.95
Teresa Palmer,6.1,6.366666666666667,6.366666666666667,6.1000000000000005,6.466666666666668,6.466666666666668,6.466666666666668,6.466666666666668,6.466666666666668
Tom Hiddleston,7.0,6.95,6.95,6.8,6.8,6.9799999999999995,6.833333333333333,6.833333333333333,6.833333333333333
Octavia Spencer,8.1,8.1,8.1,7.35,7.35,7.18,7.18,6.916666666666667,6.916666666666667
Maya Rudolph,6.8,6.6,6.6,6.3999999999999995,6.3999999999999995,5.58,5.55,5.55,5.55
Anthony Mackie,7.1,6.75,6.75,6.7,6.6000000000000005,6.74,6.8500000000000005,6.8500000000000005,6.8500000000000005
Brie Larson,7.2,7.2,6.6,6.466666666666666,6.466666666666666,6.62,6.62,6.666666666666667,6.666666666666667
Rebel Wilson,7.2,7.2,7.2,6.800000000000001,6.566666666666667,6.375000000000001,6.375000000000001,6.133333333333334,6.133333333333334
Joel Edgerton,6.6,6.9,6.6000000000000005,6.675000000000001,6.675000000000001,6.580000000000001,6.583333333333335,6.583333333333335,6.583333333333335
Margot Robbie,,8.2,8.2,8.2,6.933333333333333,6.933333333333333,6.7749999999999995,6.933333333333333,6.933333333333333
Shailene Woodley,,,7.2,6.866666666666667,6.720000000000001,6.720000000000001,6.7,6.7,6.7
Domhnall Gleeson,,,7.2,7.575,7.575,7.5,7.3500000000000005,7.3500000000000005,7.3500000000000005
Alicia Vikander,,,,6.833333333333333,6.860000000000001,6.860000000000001,6.766666666666667,6.766666666666667,6.766666666666667
Nia Long,4.7,4.7,4.82,4.82,4.82,4.82,4.82,4.82,4.82
Marisa Tomei,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.85,6.85,6.9799999999999995,6.9799999999999995
Anthony Anderson,5.725,5.725,5.725,5.725,5.76,5.76,5.76,5.76,5.76
Donald Sutherland,6.725,6.725,6.725,6.725,6.725,6.725,6.725,6.7,6.7
Robin Wright,7.033333333333334,7.033333333333334,6.9750000000000005,6.9750000000000005,6.9750000000000005,7.0600000000000005,7.0600000000000005,7.0600000000000005,7.0600000000000005
Bill Paxton,6.25,6.3999999999999995,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Jeffrey Wright,6.725,6.725,6.725,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001,6.720000000000001
Emily Mortimer,6.5,6.5,6.5,6.5,6.5,6.5,6.540000000000001,6.540000000000001,6.540000000000001
Michael Clarke Duncan,5.720000000000001,5.720000000000001,5.720000000000001,5.720000000000001,5.720000000000001,5.720000000000001,5.720000000000001,5.720000000000001,5.720000000000001
Kevin Kline,6.266666666666667,6.35,6.35,6.26,6.26,6.26,6.26,6.26,6.26
Cuba Gooding Jr.,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6.12,6.12
Benjamin Bratt,4.8,5.633333333333333,5.633333333333333,5.633333333333333,5.699999999999999,6.239999999999999,6.239999999999999,6.239999999999999,6.239999999999999
Candice Bergen,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.925,5.959999999999999,5.959999999999999,5.959999999999999
Bernie Mac,6.040000000000001,6.040000000000001,6.040000000000001,6.040000000000001,6.040000000000001,6.040000000000001,6.040000000000001,6.040000000000001,6.040000000000001
Richard Gere,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18,6.18
Viggo Mortensen,7.575,7.575,7.575,7.575,7.575,7.575,7.7,7.7,7.7
Dominic West,6.466666666666666,6.466666666666666,6.466666666666666,6.466666666666666,6.475,6.475,6.4399999999999995,6.4399999999999995,6.4399999999999995
John Lithgow,7.8,7.8,7.8,7.8,7.8,6.9,6.9,6.56,6.56
Jon Voight,6.525,6.525,6.525,6.5200000000000005,6.5200000000000005,6.5200000000000005,6.5200000000000005,6.5200000000000005,6.5200000000000005
Julie Andrews,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38,6.38
Catherine Zeta-Jones,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001
Julia Stiles,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.5,6.5
Kerry Washington,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56,6.56
Ethan Hawke,7.25,6.733333333333333,7.025,7.025,7.0,7.0,7.0,7.0,7.0
Regina King,5.880000000000001,5.880000000000001,5.880000000000001,5.880000000000001,5.880000000000001,5.880000000000001,5.880000000000001,5.880000000000001,5.880000000000001
John Corbett,5.966666666666666,5.966666666666666,5.966666666666666,5.6499999999999995,5.72,5.72,5.72,5.72,5.72
Denis Leary,6.950000000000001,6.950000000000001,6.950000000000001,6.950000000000001,6.700000000000001,6.700000000000001,6.700000000000001,6.700000000000001,6.700000000000001
Sarah Michelle Gellar,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48,5.48
Rosamund Pike,6.2749999999999995,6.2749999999999995,6.639999999999999,6.639999999999999,6.639999999999999,6.639999999999999,6.639999999999999,6.639999999999999,6.639999999999999
Greg Kinnear,6.75,6.75,6.56,6.56,6.56,6.56,6.56,6.56,6.56
Sam Elliott,5.875,5.875,5.875,5.875,5.875,5.875,6.24,6.24,6.24
Kimberly Elise,6.5,6.5,6.5,6.675,6.56,6.56,6.56,6.56,6.56
Toni Collette,7.066666666666666,7.066666666666666,7.066666666666666,6.824999999999999,6.824999999999999,6.824999999999999,6.919999999999999,6.919999999999999,6.919999999999999
Morris Chestnut,5.3,6.233333333333333,6.233333333333333,6.074999999999999,5.88,5.88,5.88,5.88,5.88
Mandy Moore,6.8,6.8,6.8,6.8,6.8,6.5,6.34,6.34,6.34
Milla Jovovich,6.25,6.25,6.25,6.25,6.25,6.1,6.1,6.1,6.1
Eva Mendes,6.159999999999999,6.159999999999999,6.159999999999999,6.159999999999999,6.159999999999999,6.159999999999999,6.159999999999999,6.159999999999999,6.159999999999999
Amanda Peet,6.675,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.4799999999999995,6.4799999999999995
Salma Hayek,6.324999999999999,6.324999999999999,6.324999999999999,6.324999999999999,6.324999999999999,6.239999999999999,6.239999999999999,6.239999999999999,6.239999999999999
Hilary Duff,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56,5.56
Naomie Harris,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,6.85,6.739999999999999,6.739999999999999
Jason Lee,5.5,5.5,5.5,5.4,5.4,5.4,5.4,5.4,5.4
Justin Bartha,6.875,6.659999999999999,6.659999999999999,6.659999999999999,6.659999999999999,6.659999999999999,6.659999999999999,6.659999999999999,6.659999999999999
Jada Pinkett Smith,6.95,6.95,6.95,6.95,6.95,6.8,6.8,6.8,6.8
Christina Applegate,6.5,6.433333333333334,6.433333333333334,6.35,6.319999999999999,6.319999999999999,6.319999999999999,6.319999999999999,6.319999999999999
Robert Patrick,7.0249999999999995,7.0249999999999995,6.88,6.88,6.88,6.88,6.88,6.88,6.88
Dan Aykroyd,5.3,5.3,5.58,5.58,5.58,5.58,5.58,5.58,5.58
Danny Glover,6.766666666666667,6.766666666666667,6.800000000000001,6.800000000000001,6.660000000000001,6.660000000000001,6.660000000000001,6.660000000000001,6.660000000000001
Brittany Snow,5.566666666666666,5.566666666666666,5.566666666666666,5.775,5.775,5.78,5.78,5.78,5.78
Catherine Keener,6.75,7.125,7.125,7.125,7.125,7.24,7.24,7.24,7.24
Richard Jenkins,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44,6.44
Martin Freeman,7.3,7.466666666666666,7.449999999999999,7.449999999999999,7.279999999999999,7.279999999999999,7.279999999999999,7.279999999999999,7.279999999999999
Christopher Plummer,7.125,7.125,7.125,7.125,7.125,7.06,7.06,7.06,7.06
Dermot Mulroney,6.55,6.55,6.55,6.3999999999999995,6.3999999999999995,6.24,6.24,6.24,6.24
Kathy Bates,6.266666666666667,6.266666666666667,5.925000000000001,5.925000000000001,5.860000000000001,5.860000000000001,5.860000000000001,5.860000000000001,5.860000000000001
Tobin Bell,5.875,5.875,5.875,5.875,5.875,5.86,5.86,5.86,5.86
Christopher Mintz-Plasse,7.375,7.375,7.375,7.375,7.2,7.2,7.2,7.2,7.2
Logan Lerman,6.666666666666667,6.45,6.68,6.68,6.68,6.68,6.68,6.68,6.68
Malin Akerman,6.25,6.25,6.25,6.25,6.25,6.25,6.220000000000001,6.220000000000001,6.220000000000001
Ian McShane,7.05,7.05,6.7,6.7,6.7,6.9,6.9,7.0200000000000005,7.0200000000000005
Mary Steenburgen,6.433333333333334,6.433333333333334,6.433333333333334,6.4,6.4,6.4,6.340000000000001,6.340000000000001,6.340000000000001
Miley Cyrus,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26,4.26
T.J. Miller,7.0,7.0,7.4,7.4,7.15,6.380000000000001,6.380000000000001,6.380000000000001,6.380000000000001
Kristen Bell,7.1,7.1,7.1,7.1,6.233333333333334,6.075000000000001,6.075000000000001,6.24,6.24
Mark Strong,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.733333333333333,6.725,6.725,6.8,6.8
Neil Patrick Harris,6.0,5.925,6.359999999999999,6.359999999999999,6.359999999999999,6.359999999999999,6.359999999999999,6.359999999999999,6.359999999999999
Zachary Quinto,7.9,7.800000000000001,7.800000000000001,7.1000000000000005,7.139999999999999,7.139999999999999,7.139999999999999,7.139999999999999,7.139999999999999
Simon Pegg,7.533333333333334,7.533333333333334,7.533333333333334,7.5,7.5,7.5,7.540000000000001,7.540000000000001,7.540000000000001
Jay Baruchel,7.1,6.933333333333333,7.1499999999999995,7.1499999999999995,7.1499999999999995,7.1499999999999995,7.1499999999999995,7.219999999999999,7.219999999999999
Justin Timberlake,6.1,6.1,6.1,6.1,6.18,6.18,6.18,6.18,6.18
Kyle Chandler,7.0,7.0,7.0,7.0,7.4,7.4,7.250000000000001,7.0,7.0
Henry Cavill,6.0,6.5,6.5,6.766666666666667,6.675000000000001,6.675000000000001,6.880000000000001,6.880000000000001,6.880000000000001
Tom Hardy,7.35,7.35,7.266666666666666,7.475,7.475,7.56,7.56,7.56,7.56
Andy Samberg,7.1,7.1,7.1,6.9,6.825,6.825,6.720000000000001,6.720000000000001,6.720000000000001
Michael B. Jordan,7.0,7.0,6.55,6.8999999999999995,6.8999999999999995,6.8999999999999995,7.0200000000000005,7.0200000000000005,7.0200000000000005
Michelle Williams,,6.3,6.3,6.3,7.05,7.125,6.8,6.8,6.8
Benedict Cumberbatch,,7.7,7.85,7.533333333333334,7.525,7.525,7.279999999999999,7.279999999999999,7.279999999999999
Jon Bernthal,,6.4,6.4,7.0,7.1000000000000005,7.225,7.225,7.4,7.4
Wendi McLendon-Covey,,,5.866666666666667,5.866666666666667,6.050000000000001,6.050000000000001,5.960000000000001,5.960000000000001,5.960000000000001
Eddie Redmayne,,,7.7,6.5,6.766666666666667,6.766666666666667,6.6,6.6,6.6
Lily James,,,,6.9,6.35,6.7,6.7,6.720000000000001,6.720000000000001
Dave Franco,,,,5.4,6.133333333333333,6.359999999999999,6.359999999999999,6.359999999999999,6.359999999999999
Miranda Otto,6.55,6.55,6.066666666666666,6.066666666666666,6.066666666666666,6.175,6.175,6.175,6.175
Heath Ledger,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25
Helen Hunt,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Alan Alda,6.300000000000001,6.300000000000001,6.300000000000001,6.825000000000001,6.825000000000001,6.825000000000001,6.825000000000001,6.825000000000001,6.825000000000001
Giovanni Ribisi,6.333333333333333,6.425,6.425,6.425,6.425,6.425,6.425,6.425,6.425
Kevin Bacon,6.900000000000001,6.900000000000001,6.900000000000001,6.900000000000001,6.275,6.275,6.275,6.275,6.275
Breckin Meyer,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65,5.65
Amy Smart,6.8,6.8,6.425,6.425,6.425,6.425,6.425,6.425,6.425
Guy Pearce,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55,6.55
Kenneth Branagh,7.0,7.0,6.733333333333333,6.733333333333333,6.733333333333333,6.675,6.675,6.675,6.675
Scott Glenn,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95,6.95
Elizabeth Mitchell,5.866666666666666,5.866666666666666,5.866666666666666,5.866666666666666,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995
Gene Hackman,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999
David Spade,6.0,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
Jeremy Piven,6.874999999999999,6.874999999999999,6.874999999999999,6.874999999999999,6.874999999999999,6.874999999999999,6.874999999999999,6.874999999999999,6.874999999999999
Winona Ryder,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Elizabeth Perkins,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Lisa Kudrow,5.15,5.15,5.533333333333334,5.533333333333334,5.533333333333334,5.7250000000000005,5.7250000000000005,5.7250000000000005,5.7250000000000005
Leslie Bibb,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995,5.8999999999999995
Frankie Muniz,5.6499999999999995,5.6499999999999995,5.6499999999999995,5.6499999999999995,5.6499999999999995,5.6499999999999995,5.6499999999999995,5.6499999999999995,5.6499999999999995
Luke Wilson,6.8,6.8,6.8,6.8,6.8,6.574999999999999,6.574999999999999,6.574999999999999,6.574999999999999
Kevin Spacey,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005,6.8500000000000005
Haley Joel Osment,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825,6.825
Maggie Smith,6.8999999999999995,6.8999999999999995,6.8999999999999995,6.824999999999999,6.824999999999999,6.824999999999999,6.824999999999999,6.824999999999999,6.824999999999999
Ray Liotta,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75,6.75
Jason Biggs,6.675,6.675,6.675,6.675,6.675,6.675,6.675,6.675,6.675
Alyson Hannigan,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55,5.55
Jordana Brewster,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625,6.625
Alexa PenaVega,4.966666666666666,4.966666666666666,4.966666666666666,5.25,5.25,5.25,5.25,5.25,5.25
Angela Bassett,6.8,6.7,6.7,6.7,6.5,6.5,6.5,6.5,6.5
Robert Redford,7.1,7.1,7.4,7.033333333333334,6.95,6.95,6.95,6.95,6.95
Rob Schneider,5.7,5.7,5.7,5.7,5.125,5.125,5.125,5.125,5.125
Bridget Moynahan,6.575,6.575,6.575,6.575,6.575,6.575,6.575,6.575,6.575
Matthew Lillard,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425,5.425
Hayden Christensen,6.575,6.575,6.575,6.575,6.575,6.575,6.575,6.575,6.575
Beyoncé,5.6,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,5.966666666666666,6.199999999999999,6.199999999999999
Pierce Brosnan,6.25,6.25,6.266666666666667,6.4,6.4,6.4,6.4,6.4,6.4
Patrick Dempsey,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
Josh Lucas,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Ron Perlman,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05
Jay Hernandez,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.666666666666667,6.4,6.4,6.4,6.4
Al Pacino,5.775,5.775,5.775,5.775,5.775,5.775,5.775,5.775,5.775
Kate Bosworth,6.133333333333333,6.133333333333333,6.133333333333333,6.475,6.475,6.475,6.475,6.475,6.475
Rene Russo,5.5,5.5,6.3,6.5,6.5,6.5,6.5,6.5,6.5
Geoffrey Rush,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.233333333333333,7.074999999999999,7.074999999999999,7.074999999999999,7.074999999999999
Laurence Fishburne,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.975,6.975
Joan Cusack,6.775,6.775,6.775,6.775,6.775,6.775,6.775,6.775,6.775
Ken Watanabe,8.233333333333333,8.233333333333333,8.233333333333333,8.233333333333333,8.233333333333333,8.233333333333333,8.233333333333333,7.675,7.675
