,2013,2014,2015,2016,2017,2018,2019,2020,2021
Daveigh Chase,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Chris Sanders,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Tia Carrere,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
David Ogden Stiers,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Asia Argento,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Allen Covert,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Ian Mongrain,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Russell Bobbitt,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Eminem,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Kim Basinger,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Tyler Hoechlin,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Rob Maxey,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Dwight Yoakam,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Steven Brand,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Kelly Hu,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Leonor Varela,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
James Coburn,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Sisqó,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Nichelle Nichols,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Madeleine Stowe,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
J.D. Evermore,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
James Cromwell,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Daniel Studi,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Chopper Bernet,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Gabriela Oltean,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Ellen Burstyn,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Martin Donovan,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Kim Staunton,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Geena Davis,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Martin Sheen,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Natasha Richardson,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
Yancey Arias,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Phyllida Law,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Christopher Adamson,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
JB Blanc,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Erik Per Sullivan,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Brenda Song,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
Debi Mazar,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Alicia Witt,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Dana Ivey,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Blayne Weaver,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Harriet Owen,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Jeff Bennett,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Amanda Detmer,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Sharon Small,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Shane West,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Peter Coyote,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Bret Harrison,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Adam Beach,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Sanoe Lake,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Dana Carvey,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Jennifer Esposito,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
Ryan McCluskey,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Oscar Pearce,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Francesca Neri,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Elias Koteas,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Billy Campbell,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Tessa Allen,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Nick Cannon,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Leonard Roberts,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Eddie Griffin,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Chris Kattan,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Adam Trese,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Britney Spears,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Anson Mount,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Taryn Manning,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
French Stewart,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Paula Garcés,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Michael Biehn,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
David Eigenberg,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Bob Tracey,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Jonathan Frakes,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Brent Spiner,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
LeVar Burton,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Sam Spruell,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Peter Stebbings,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Christian Camargo,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Roscoe Lee Browne,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Alexander Gould,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
Philip Baker Hall,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Nick Stahl,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Kristanna Loken,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Joan Plowright,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Mark Harmon,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Charlie Sheen,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Pamela Anderson,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Adam Goldberg,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Anjelica Huston,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Robert Englund,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Ken Kirzinger,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Kelly Rowland,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Monica Keena,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Jeremy Suarez,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Rick Moranis,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Jason Raize,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Billy Boyd,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Jonathan Tucker,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Andrew Bryniarski,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Erica Leerhsen,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Mike White,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Adam Pascal,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Billy Connolly,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
William Atherton,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Estella Warren,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Sean Connery,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Stuart Townsend,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Peta Wilson,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Chris Barrie,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Fann Wong,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Abraham Benrubi,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Charles S. Dutton,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Martine McCutcheon,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Christian Kane,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
David Moscow,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
John Ritter,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Shane Brolly,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Debra Winger,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
S. Epatha Merkerson,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Andrew Francis,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Angie Harmon,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Tony Jay,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
A.J. Cook,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Tony Todd,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Michael Landes,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Alex Palmer,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Eamonn Walker,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Sandra Oh,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Adam Lamberg,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Clayton Snyder,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Hallie Todd,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Jodi Carlisle,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Lacey Chabert,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Tim Curry,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Molly Shannon,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Heather Locklear,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Jesse Spencer,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Bruce Altman,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Maia Morgenstern,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Christo Jivkov,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Richard Griffiths,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9
Dash Mihok,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Chris Coppola,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Michael Jeter,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Leslie Zemeckis,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Julian Glover,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Richard Roxburgh,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Shuler Hensley,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
Michael Moore,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
George W. Bush,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Stevie Wonder,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Jason Behr,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Clea DuVall,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
William Mapother,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Callum Blue,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Jonathan Bennett,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Rodger Bumpass,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Carolyn Lawrence,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Lance Henriksen,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Ewen Bremner,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Chi McBride,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Stephen Tobolowsky,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Jacinda Barrett,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
M. Emmet Walsh,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Busy Philipps,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Maitland Ward,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Omar Sharif,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Zuleikha Robinson,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Louise Lombard,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Christopher Kovaleski,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Matthew Pleszewicz,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Nathan West,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Derek Luke,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Sarah Polley,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Jake Weber,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Matthew Price,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Melora Walters,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Elden Henson,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Ken Leung,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6,7.6
Eric Mabius,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Randy Quaid,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Ashley Scott,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Michael Bowen,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Parker Posey,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Efren Ramirez,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Jon Gries,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Aaron Ruell,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Remy Sweeney,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Omarion,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Jarell Houston,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Raz B,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Lil' Fizz,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
Sharon Stone,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
Lambert Wilson,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
Irma P. Hall,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Hayden Panettiere,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Gerry Robert Byrne,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
Eric Sykes,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
David Kelly,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Thomas Kretschmann,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Nelly,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Zach Braff,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Garry Marshall,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Don Knotts,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Mel Brooks,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Max Thieriot,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Kate Beahan,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Donnie Wahlberg,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Beverley Mitchell,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Franky G,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Emmanuelle Vaugier,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Michael Vartan,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Philip Bolden,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Jessica Simpson,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Alice Greczyn,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Charles Berling,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Romane Bohringer,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Jules Sitruk,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
Sissy Spacek,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Simon Baker,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4
Shohreh Aghdashloo,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Campbell Scott,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
André Benjamin,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Jesper Christensen,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Judith Scott,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Jude Akuwudike,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Rick Gonzalez,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Robert Ri'chard,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Rob Brown,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Jesse James,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Shirley MacLaine,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8
Scott MacDonald,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Laura Johnson,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Ian McNeice,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Chandra West,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Peter Sallis,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Peter Kay,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Karina Arroyave,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7
Tracey Ullman,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Mike Ditka,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Yasiin Bey,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Cicely Tyson,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Sean Faris,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
William Shatner,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Enrique Murciano,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Donal Logue,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Dina Spybey-Waters,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Martin Hancock,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
Barry Watson,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Emily Deschanel,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Lucy Lawless,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2,4.2
Alberto Reyes,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Kate Nauta,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Alessandro Gassmann,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3,6.3
Cayden Boyd,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Petr Ratimec,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Kayvan Novak,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Addison Timlin,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Kevin Pollak,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Serena Scott Thomas,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Hubert Koundé,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4,7.4
Brenda Blethyn,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
Jack Davenport,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Paul Newman,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Audrey Tautou,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Brandon Routh,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Garry Shandling,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
David Hasselhoff,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
Luenell,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Chester,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3,7.3
Joey Lauren Adams,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Brian Howe,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
Terry Bradshaw,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6
Shawnee Smith,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Angus Macfadyen,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Bahar Soomekh,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2,6.2
Héctor Jiménez,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Darius Rose,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Mitchel Musso,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Sam Lerner,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Spencer Locke,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
Ryan Whitney Newman,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
JoJo,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Rupert Graves,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2
Emily Procter,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
Jenna Dewan,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Damaine Radcliff,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
De'Shawn Washington,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Li Gong,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Blair Underwood,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2
Zachery Ty Bryan,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Damien Marzette,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
Tony Curran,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7
Val Kilmer,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
Craig Kilborn,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Zena Grey,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
Richard Dreyfuss,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
Jon Lovitz,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Frank Welker,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
Ed Speleers,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Sela Ward,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Melissa Sagemiller,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9
Seamus Davey-Fitzpatrick,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
David Thewlis,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
Ryan Merriman,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Kris Lemche,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Alexz Johnson,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Ebon Moss-Bachrach,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8
Carly Schroeder,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8
Antonio Tarver,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Burt Young,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1
Tommy Flanagan,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1,5.1
Derek Richardson,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Eythor Gudjonsson,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
Barbara Nedeljakova,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9,5.9
