timestamp,text,like_count,reply_count,author,trailer_id,sentiment_score,datetime,used_for_model,used_for_visualization
2013-08-08T19:14:18,"wow, these guys were only filming near my house only 2mths ago, and the trailer is out, by the way i live in duxford, cambridge, uk.  it caused quite a stir for the locals to meet them, but have to say, they were all gentlemen, and had time to talk to everyone, so it just goes to show that not all hollywood stars, have their head up their arse.",0,0,MRJCW,felsazClWcI,0.06727272727272728,2013-08-08 19:14:18,True,True
2013-08-08T19:35:26,"""saving history"" yeah sure just like recently in Irak  ",0,0,milxl,felsazClWcI,0.25,2013-08-08 19:35:26,True,True
2013-08-08T20:03:15,hellfish live action movie? ,0,0,chicosacer,felsazClWcI,0.11818181818181818,2013-08-08 20:03:15,True,True
2013-08-08T20:10:15,Do you guys know how long I have been waiting for this?! YES!,0,6,SketchLea f,felsazClWcI,-0.078125,2013-08-08 20:10:15,True,True
2013-08-08T20:39:24,Artglorious Bastards.,0,0,Julian V. Lee,felsazClWcI,0.0,2013-08-08 20:39:24,True,True
2013-08-08T20:53:51,"Oh yes and um, yes again!",0,0,Gary McCauley,felsazClWcI,0.0,2013-08-08 20:53:51,True,True
2013-08-08T21:12:11,actually this is oceans 2,0,0,Dilusha,felsazClWcI,0.0,2013-08-08 21:12:11,True,True
2013-08-08T21:12:24,holly shit good movie ,0,0,ShowTheSaturday,felsazClWcI,0.24999999999999997,2013-08-08 21:12:24,True,True
2013-08-08T21:29:51,"Cool WWII movie based on a true story,",0,0,Jakob Rodriguez,felsazClWcI,0.35,2013-08-08 21:29:51,True,True
2013-08-08T21:29:58,? IM IN,0,0,Jakob Rodriguez,felsazClWcI,0.0,2013-08-08 21:29:58,True,True
2013-08-08T21:32:09,hell or high water im seein it.,0,0,Ablaza Grant,felsazClWcI,0.16,2013-08-08 21:32:09,True,True
2013-08-08T21:32:47,true story molested by hollywood ,0,0,Rocco Siffredi,felsazClWcI,0.35,2013-08-08 21:32:47,True,True
2013-08-08T21:44:14,"Nah, nobody liked his artwork so he decided to destroy the art market until he can sell something. ",0,0,Benedikt Zeilinger,felsazClWcI,0.19999999999999998,2013-08-08 21:44:14,True,True
2013-08-08T21:45:38,kiss the sky shawn lee's ping pong orchestra  /watch?v=zEI6Yd0X4-c,0,0,Benedikt Zeilinger,felsazClWcI,0.0,2013-08-08 21:45:38,True,True
2013-08-08T21:49:40,"It's more like an Inglorious Basterds minus the ""Basterds"" and minus a badass Nazi officer",0,0,A. G.,felsazClWcI,0.10000000000000002,2013-08-08 21:49:40,True,True
2013-08-08T21:59:20,bill murray in a world war II movie FAK YEARGH,0,0,freaknesss,felsazClWcI,0.0,2013-08-08 21:59:20,True,True
2013-08-08T22:16:57,"The Monuments and inglourious basterds, are more like Brad Pitt and Clooney before The Oceans Trilogy",0,0,AudioSlave,felsazClWcI,0.5,2013-08-08 22:16:57,True,True
2013-08-08T22:31:15,It's WW2 Ocean's reboot.,0,0,Brandon Winchester,felsazClWcI,0.0,2013-08-08 22:31:15,True,True
2013-08-08T23:03:36,"hi. I'm an avid YouTube movie trailer watcher and I've come to cast judgement upon a film that hasn't even been released yet and, as far as I know (which isn't much), is a movie that completely fulfills my pessimistic nature about Hollywood.",0,0,savingdestiny,felsazClWcI,0.1625,2013-08-08 23:03:36,True,True
2013-08-08T23:04:10,Who's the director?,0,0,Priyabrata Chowdhury,felsazClWcI,0.0,2013-08-08 23:04:10,True,True
2013-08-08T23:12:39,George clooney directed it,0,0,Linzy El,felsazClWcI,0.0,2013-08-08 23:12:39,True,True
2013-08-08T23:13:39,george clooney ,0,0,S,felsazClWcI,0.0,2013-08-08 23:13:39,True,True
2013-08-08T23:15:56,Loooks amazing with some of the best actors of all time,0,0,CommanderWolfx,felsazClWcI,0.8,2013-08-08 23:15:56,True,True
2013-08-08T23:22:34,"One Hell of a cast you got there, Danny.",0,0,ignition07,felsazClWcI,0.0,2013-08-08 23:22:34,True,True
2013-08-09T00:07:55,This reminds me of three kings for some reason.,1,0,Jeff Terrian,felsazClWcI,0.0,2013-08-09 00:07:55,True,True
2013-08-09T00:59:20,i seriously hate that  smug bastard clooney but matt damon and bill murray in the same movie? hell fucking yes ,0,0,wolverine,felsazClWcI,-0.4666666666666666,2013-08-09 00:59:20,True,True
2013-08-09T01:58:01,"World War 2 themed movie, which actually looks good, yes please.",0,0,EMan,felsazClWcI,0.35,2013-08-09 01:58:01,True,True
2013-08-09T02:46:25,BILL MURRAY!,0,0,Jeanpierre Remy,felsazClWcI,0.0,2013-08-09 02:46:25,True,True
2013-08-09T02:49:40,"George Clooney, Matt Damon, John Goodman, Kate Blanchett, Bill Murray.",0,0,Luke Cho,felsazClWcI,0.0,2013-08-09 02:49:40,True,True
2013-08-09T02:57:16,BILL f***k**G MURRAY!,0,0,MrDonkeyCat,felsazClWcI,0.0,2013-08-09 02:57:16,True,True
2013-08-09T03:43:39,Why isn't Dujardin up there in the credits? He's an Academy Award winner!,0,0,pemchem,felsazClWcI,0.0,2013-08-09 03:43:39,True,True
2013-08-09T04:23:09,ocean's 14 please!,0,0,Jd Delos Santos,felsazClWcI,0.0,2013-08-09 04:23:09,True,True
2013-08-09T05:04:11,"""Why don't you take a step back, and literally FUCK YOUR OWN FACE"" !!",0,0,James Bliss,felsazClWcI,0.17916666666666667,2013-08-09 05:04:11,True,True
2013-08-09T05:43:08,Song : KISS THE SKY by Shawn Lee's Ping Pong orchestra,0,0,Hocus Pocus,felsazClWcI,0.0,2013-08-09 05:43:08,True,True
2013-08-09T06:14:13,OCEANS BASTARDS  ,0,0,CHARLIE BRUH,felsazClWcI,0.0,2013-08-09 06:14:13,True,True
2013-08-09T06:23:12,It is FuC***** Osssm... clooney rockzzzzzzzz,0,0,amit kumar,felsazClWcI,0.0,2013-08-09 06:23:12,True,True
2013-08-09T07:24:27,Ohh yes. John Goodman is the man.,0,0,Harrison Ridgway,felsazClWcI,0.0,2013-08-09 07:24:27,True,True
2013-08-09T08:31:42,:D saw them filming here in Berlin... really looking forward to seeing it....,0,0,blueberry roopaw,felsazClWcI,0.6,2013-08-09 08:31:42,True,True
2013-08-09T10:09:19,another Zionist Jewish sympathising film ,0,0,Ratso Rizzo,felsazClWcI,0.0,2013-08-09 10:09:19,True,True
2013-08-09T10:20:02,Bill Murray? FUCK YEAH,0,0,GetToHyper,felsazClWcI,-0.4,2013-08-09 10:20:02,True,True
2013-08-09T11:06:45,"""Inglorious bastards 2: Ocean's Begins"" ;)",0,0,emo1978pr,felsazClWcI,0.25,2013-08-09 11:06:45,True,True
2013-08-09T11:36:59,BFM!! ,0,0,Michael Burton,felsazClWcI,0.0,2013-08-09 11:36:59,True,True
2013-08-09T12:38:15,damn what i wanted to say is already written :(,0,0,Zuka,felsazClWcI,-0.75,2013-08-09 12:38:15,True,True
2013-08-09T12:38:57,Bill fucking Murry,0,0,Aidan Wallace,felsazClWcI,-0.6,2013-08-09 12:38:57,True,True
2013-08-09T13:56:54,"you are correct, i couldn't believe it when my friend told me about this site. i know one thing for sure, i get sent a list of high paying surveys every few days and easy make around $60 off each list. its worth a try here: bit.ly\19gucOT",0,0,Judicious Bystander,felsazClWcI,0.23866666666666667,2013-08-09 13:56:54,True,True
2013-08-09T14:55:41,more like Glorious Bastards!,0,0,ZolcolmX,felsazClWcI,0.625,2013-08-09 14:55:41,True,True
2013-08-09T15:23:54,Ocean's dad.,0,0,Sin Kimishima,felsazClWcI,0.0,2013-08-09 15:23:54,True,True
2013-08-09T16:19:10,"well....romanians destroy at least 3 paint of Matisse, Picasso and outhers in flames in 2012... where are you , protectors ?????  ",0,0,Dan Pascal,felsazClWcI,-0.25,2013-08-09 16:19:10,True,True
2013-08-09T16:34:28,Oceans 69....''69'',0,0,Vinayak Mehta,felsazClWcI,0.0,2013-08-09 16:34:28,True,True
2013-08-09T17:07:47,What an awsome Cast!,0,0,Portmanlover,felsazClWcI,0.0,2013-08-09 17:07:47,True,True
2013-08-09T17:11:37,Ocean's Bastards ,0,0,Pedro Villegas,felsazClWcI,0.0,2013-08-09 17:11:37,True,True
2013-08-09T18:13:49,kinda iffy since its directed by george clooney.. however it should be great. ,0,0,Freddy,felsazClWcI,0.8,2013-08-09 18:13:49,True,True
2013-08-09T19:39:08,Bill Murray?! OK... This one goes on the list :),0,0,4mevrywhr2evrywhr,felsazClWcI,0.5,2013-08-09 19:39:08,True,True
